State,State_FIPS,Region,Year,Month,DailywoBoard_final,HourlyComposite_final,MonthlyComposite_final,TotalHiredSeasonal_final,Mexican_final,HiredWorkersonFarms_final,Local_final,Intrastate_final,Interstate_final,TotalForeign_final,Jamaican_final,Bahamian_final,BWIOthers_final,BWI_final,Canadian_final,CanadianOthers_final,PuertoRican_final,OtherForeign_final,TotalAg_final,Nonlocal_final,Farmworkers_Total,Farmworkers_Family,Farmworkers_Hired,Petroleum,Tractors,Cotton_machine,Sugarbeet_machine,Sugarbeet_monogerm,SugarBeets,Cotton,Tomatoes_total,Lettuce,Strawberries_total,Citrus,Cantaloupes,BrusselsSprouts,Asparagus_total,Celery,Cucumbers_pickle,Tomatoes_fresh,Tomatoes_proc,Strawberries_fresh,Strawberries_proc,Asparagus_fresh,Asparagus_proc,TotalHiredSeasonal_dual,TotalHiredSeasonal_HP,TotalAg_dual,TotalAg_HP,Mexican_dual,Mexican_HP,TotalForeign_dual,TotalForeign_HP,TotalDomestic_dual,Local_dual,Local_HP,Intrastate_dual,Intrastate_HP,Interstate_dual,Interstate_HP,Jamaican_dual,Jamaican_HP,Bahamian_dual,Bahamian_HP,BWI_dual,BWI_HP,Canadian_dual,Canadian_HP,PuertoRican_dual,PuertoRican_HP,OtherForeign_dual,OtherForeign_HP,cropland_1954,State_name,pop1950
MI,26,3.0,1957,8.0,,,,83828.0,14267.0,,29864.0,3614.0,26336.0,14372.0,,,105,,,,42.0,,74228.0,,290,211,79,,,,,,904,,113912.0,142,41760.0,,225,,8644.0,648,4826,39312.0,74600,30760,11000,1344.0,7300,83828,,74228,,14267,,14372,,59856,29864,,3614,,26336,,,,,,,,,,42,,,,7659000,Michigan,6371766
MI,26,3.0,1972,10.0,15.0,,,17866.0,,135000.0,9970.0,130.0,7766.0,0.0,,,,,,,0.0,,,,132,102,30,,,,,,,,,,,,,,,,,,,,,,,17866,,,,,,0,,17866,9970,,130,,7766,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1956,6.0,,,,52052.0,3578.0,,13959.0,1600.0,30258.0,3635.0,,,57,,,,0.0,,49452.0,,,,,,,,,,696,,112360.0,161,33600.0,,225,,7826.0,822,3795,42560.0,69800,18200,15400,1176.0,6650,52052,,49452,,3578,,3635,,45817,13959,,1600,,30258,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1946,11.0,,,,,917.0,,,,,1118.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,,1118,,,,,,,,,201,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1951,4.0,6.8,0.556,,,,171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1944,8.0,,,,,2252.0,,,,,,1494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,,,,,,,,,,,1494,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1966,2.0,,,,,,,,,,,,,,,,,,,,,144,127,17,,,,,,1172,,95220.0,278,30360.0,,288,,8422.0,562,122700,40320.0,54900,19200,11160,672.0,7750,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1947,11.0,,,,,13.0,,,,,124.0,108.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,124,,,,,,,,,108,,3.0,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1947,6.0,,,,,30.0,,,,,236.0,137.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,236,,,,,,,,,137,,69.0,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1963,5.0,,,,14855.0,0.0,,10570.0,532.0,3753.0,0.0,,,,0.0,,0,0.0,,,,232,196,36,,,,0,100.0,1170,,110324.0,280,37200.0,,272,,7222.0,912,136080,36624.0,73700,26700,10500,672.0,6550,14855,,,,0,,0,,14855,10570,,532,,3753,,,,,,0,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1964,8.0,,,,63091.0,12843.0,,25246.0,2678.0,22324.0,12843.0,,,,0.0,,0,178.0,,,,218,164,54,41976684,169920,,,,1386,,101072.0,238,40480.0,,264,,8334.0,792,115140,31472.0,69600,25260,15220,784.0,7550,63091,,,,12843,,12843,,50248,25246,,2678,,22324,,,,,,0,,,,178,,,,7659000,Michigan,6371766
MI,26,3.0,1957,4.0,8.7,0.708,,8315.0,0.0,144000.0,5898.0,295.0,1350.0,22.0,,,22,,,,0.0,,7565.0,,,,,,,,,,904,,113912.0,142,41760.0,,225,,8644.0,648,4826,39312.0,74600,30760,11000,1344.0,7300,8315,,7565,,0,,22,,7543,5898,,295,,1350,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1972,4.0,17.0,,,,,71000.0,3355.0,0.0,600.0,,,,,,,,0.0,,,,124,105,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955,3355,,0,,600,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1959,10.0,8.7,0.876,,28665.0,754.0,254000.0,16394.0,2115.0,9118.0,1013.0,,,,259.0,,0,25.0,,,,215,173,42,39948422,169782,,,,1294,,46330.0,160,32300.0,,262,,8520.0,699,4608,38080.0,8250,22000,10300,1120.0,7400,28665,,,,754,,1013,,27652,16394,,2115,,9118,,,,,,259,,,,25,,,,7659000,Michigan,6371766
MI,26,3.0,1954,9.0,,,,49470.0,1925.0,,15939.0,2515.0,20795.0,2091.0,,,166,,,,30.0,,41370.0,23340,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,49470,,41370,,1925,,2091,1691,39279,15939,15939,2515,,20795,,,,,,,,,,30,,,,7659000,Michigan,6371766
MI,26,,1962,2.0,,,,,,,,,,,,,,,,,,,,,185,163,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1951,7.0,7.3,0.718,,,2230.0,320000.0,32052.0,,,2411.0,25.0,,,156.0,0.0,,,0.0,81307.0,49255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81307,,2230,,2411,,,32052,,,,,,25.0,0.0,0.0,,156,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1968,2.0,,,,,,,,,,,,,,,,,,,,,130,114,16,,,,,,1708,,118200.0,238,26650.0,,178,,8672.0,798,92640,30800.0,87400,17740,8910,672.0,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1949,8.0,,,,,0.0,,,4600.0,2600.0,,124.0,,,,0.0,,,0.0,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,,0,,,,,,,4600,,2600,,124.0,0.0,0.0,,,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1962,4.0,9.1,0.756,,,,123000.0,,,,,,,,,,,,,,,205,172,33,,,,0,100.0,1081,,127400.0,320,38950.0,,262,,8184.0,1058,115880,33600.0,93800,28050,10900,784.0,7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1972,1.0,16.5,,,,,56000.0,,,,,,,,,,,,,,,81,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1953,8.0,,,,78523.0,6553.0,,26240.0,3595.0,33718.0,6900.0,,,347,,,,0.0,,70453.0,38213,,,,,,,,,,,,,,,,,,,,,,,,,,78523,,70453,,6553,,6900,8880,63553,26240,25340,3595,,33718,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1956,8.0,,,,75091.0,10742.0,,23460.0,1925.0,32255.0,10851.0,,,109,,,,0.0,,68491.0,,,,,,,,,,696,,112360.0,161,33600.0,,225,,7826.0,822,3795,42560.0,69800,18200,15400,1176.0,6650,75091,,68491,,10742,,10851,,57640,23460,,1925,,32255,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1965,12.0,,,,,,,,,,,,,,,,,,,,,134,119,15,,,,0,100.0,1133,,116740.0,315,39060.0,,248,,9584.0,748,92000,35840.0,80900,24640,14420,784.0,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1949,1.0,6.2,0.6019999980926514,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1969,12.0,,,,,,,,,,,,,,,,,,,,,111,97,14,39971000,152741,,,,1500,,84788.0,280,37408.0,,170,,10540.0,798,86500,26488.0,58300,20608,16800,840.0,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1961,1.0,8.8,0.871,,,,95000.0,,,,,,,,,,,,,,,166,142,24,,,,,,1177,,107920.0,224,33480.0,,245,,8166.0,909,135980,29120.0,78800,25780,7700,616.0,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1968,5.0,,,,,,,7869.0,302.0,3369.0,,,,,,,,0.0,,,,165,137,28,,,,,,1708,,118200.0,238,26650.0,,178,,8672.0,798,92640,30800.0,87400,17740,8910,672.0,8000,,,,,,,,,11540,7869,,302,,3369,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1944,11.0,,,,,49.0,,,,,,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,289,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1951,9.0,,,,,455.0,,13287.0,,,832.0,0.0,,,377.0,0.0,,,0.0,21831.0,8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21831,,455,,832,,,13287,,,,,,0.0,0.0,0.0,,377,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1954,7.0,8.0,0.797,,69625.0,4005.0,300000.0,22453.0,2800.0,34130.0,4042.0,,,37,,,,0.0,,63425.0,36930,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,69625,,63425,,4005,,4042,4042,59383,22453,22453,2800,,34130,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1945,1.0,5.0,,84.2,,,160000.0,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1958,10.0,8.6,0.867,,41275.0,250.0,287000.0,19791.0,1634.0,11654.0,474.0,,,224,,,,22.0,,33575.0,,227,178,49,,,,,,1112,,134432.0,208,39960.0,,234,,7776.0,936,4145,40432.0,94000,32500,7460,1176.0,6600,41275,,33575,,250,,474,,33101,19791,,1634,,11654,,,,,,,,,,22,,,,7659000,Michigan,6371766
MI,26,,1970,3.0,,,,,,,,,,,,,,,,,,,,,124,108,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1967,5.0,,,,10095.0,,,7985.0,185.0,1925.0,0.0,,,,,,,0.0,,,,180,150,30,,,,,,1252,,117120.0,384,29240.0,,187,,9560.0,722,118370,29120.0,88000,18140,11100,560.0,9000,10095,,,,,,0,,10095,7985,,185,,1925,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1965,10.0,10.4,1.03,,27055.0,0.0,171000.0,14647.0,1020.0,11388.0,0.0,,,,0.0,,,31.0,0.0,,,170,139,31,,,,0,100.0,1133,,116740.0,315,39060.0,,248,,9584.0,748,92000,35840.0,80900,24640,14420,784.0,8800,27055,,,,0,,0,,27055,14647,,1020,,11388,,,,,,0,,,,31,,0.0,,7659000,Michigan,6371766
MI,26,3.0,1953,5.0,,,,7670.0,110.0,,3457.0,430.0,3515.0,268.0,,,158,,,,0.0,,,3945,,,,,,,,,,,,,,,,,,,,,,,,,,7670,,,,110,,,268,,3457,3367,430,,3515,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1967,3.0,,,,,,,,,,,,,,,,,,,,,132,116,16,,,,,,1252,,117120.0,384,29240.0,,187,,9560.0,722,118370,29120.0,88000,18140,11100,560.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1965,7.0,10.2,1.0,,49536.0,0.0,207000.0,20413.0,2929.0,26194.0,0.0,,,,0.0,,,0.0,0.0,,,219,160,59,,,,0,100.0,1133,,116740.0,315,39060.0,,248,,9584.0,748,92000,35840.0,80900,24640,14420,784.0,8800,49536,,,,0,,0,,49536,20413,,2929,,26194,,,,,,0,,,,0,,0.0,,7659000,Michigan,6371766
MI,26,3.0,1969,6.0,,,,36080.0,,,13996.0,637.0,21447.0,0.0,,,,,,,0.0,,,,148,123,25,39971000,152741,,,,1500,,84788.0,280,37408.0,,170,,10540.0,798,86500,26488.0,58300,20608,16800,840.0,9700,36080,,,,,,0,,36080,13996,,637,,21447,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1949,12.0,,,,,0.0,,,23600.0,16300.0,,124.0,,,,0.0,,,0.0,39900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,,0,,,,,,,23600,,16300,,124.0,0.0,0.0,,,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1968,7.0,13.6,1.35,,,,129000.0,19575.0,2635.0,24661.0,,,,,,,,0.0,,,,172,128,44,,,,,,1708,,118200.0,238,26650.0,,178,,8672.0,798,92640,30800.0,87400,17740,8910,672.0,8000,,,,,,,,,46871,19575,,2635,,24661,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1954,5.0,,,,12270.0,0.0,,7559.0,355.0,2735.0,36.0,,,36,,,,0.0,,10685.0,3040,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,12270,,10685,,0,,36,36,10649,7559,7589,355,,2735,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1958,5.0,,,,23810.0,1130.0,,12045.0,725.0,7420.0,1146.0,,,16,,,,14.0,,21350.0,,257,222,35,,,,,,1112,,134432.0,208,39960.0,,234,,7776.0,936,4145,40432.0,94000,32500,7460,1176.0,6600,23810,,21350,,1130,,1146,,20204,12045,,725,,7420,,,,,,,,,,14,,,,7659000,Michigan,6371766
MI,26,3.0,1961,5.0,,,,15665.0,0.0,,11853.0,550.0,3250.0,12.0,,,,12.0,,0,0.0,,,,243,202,41,,,,,,1177,,107920.0,224,33480.0,,245,,8166.0,909,135980,29120.0,78800,25780,7700,616.0,7550,15665,,,,0,,12,,15653,11853,,550,,3250,,,,,,12,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1942,10.0,3.8,,60.0,,,305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1964,5.0,,,,15975.0,0.0,,11670.0,425.0,3880.0,0.0,,,,0.0,,0,0.0,,,,223,186,37,41976684,169920,,,,1386,,101072.0,238,40480.0,,264,,8334.0,792,115140,31472.0,69600,25260,15220,784.0,7550,15975,,,,0,,0,,15975,11670,,425,,3880,,,,,,0,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1966,5.0,,,,10880.0,0.0,,9128.0,105.0,1647.0,0.0,,,,0.0,,,0.0,0.0,,,189,162,27,,,,,,1172,,95220.0,278,30360.0,,288,,8422.0,562,122700,40320.0,54900,19200,11160,672.0,7750,10880,,,,0,,0,,10880,9128,,105,,1647,,,,,,0,,,,0,,0.0,,7659000,Michigan,6371766
MI,26,3.0,1948,3.0,,,,,900.0,,17763.0,,,1073.0,173.0,,,,0.0,,,0.0,43543.0,25780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43543,,900,,1073,,,17763,,,,,,173.0,0.0,0.0,,,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1955,9.0,,,,38667.0,1325.0,,14795.0,2325.0,13398.0,1599.0,,,274,,,,50.0,,32167.0,,,,,,,,,,862,,89736.0,144,33048.0,,212,,7476.0,841,3621,40936.0,48800,21998,11050,1176.0,6300,38667,,32167,,1325,,1599,,30568,14795,,2325,,13398,,,,,,,,,,50,,,,7659000,Michigan,6371766
MI,26,3.0,1964,4.0,9.3,0.793,,5820.0,0.0,107000.0,5100.0,140.0,580.0,0.0,,,,0.0,,0,0.0,,,,198,169,29,41976684,169920,,,,1386,,101072.0,238,40480.0,,264,,8334.0,792,115140,31472.0,69600,25260,15220,784.0,7550,5820,,,,0,,0,,5820,5100,,140,,580,,,,,,0,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1956,10.0,8.5,0.864,,37110.0,1568.0,275000.0,18643.0,1130.0,9878.0,1929.0,,,361,,,,0.0,,31580.0,,,,,,,,,,696,,112360.0,161,33600.0,,225,,7826.0,822,3795,42560.0,69800,18200,15400,1176.0,6650,37110,,31580,,1568,,1929,,29651,18643,,1130,,9878,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1960,9.0,,,,47415.0,4218.0,,21703.0,3903.0,17308.0,4493.0,,,,262.0,,13,8.0,,,,230,180,50,,,,0,25.0,943,,125576.0,238,39360.0,,225,,9452.0,777,4020,38976.0,86600,26860,12500,952.0,8500,47415,,,,4218,,4493,,42922,21703,,3903,,17308,,,,,,262,,,,8,,,,7659000,Michigan,6371766
MI,26,3.0,1967,4.0,11.9,0.994,,5120.0,,76000.0,4595.0,70.0,455.0,0.0,,,,,,,0.0,,,,147,129,18,,,,,,1252,,117120.0,384,29240.0,,187,,9560.0,722,118370,29120.0,88000,18140,11100,560.0,9000,5120,,,,,,0,,5120,4595,,70,,455,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1949,6.0,,,,,0.0,,,3865.0,5400.0,,91.0,,,,0.0,,,0.0,9265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9265,,0,,,,,,,3865,,5400,,91.0,0.0,0.0,,,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1958,7.0,8.4,0.829,,71021.0,2509.0,235000.0,28070.0,5155.0,27795.0,2524.0,,,15,,,,47.0,,63591.0,,301,223,78,,,,,,1112,,134432.0,208,39960.0,,234,,7776.0,936,4145,40432.0,94000,32500,7460,1176.0,6600,71021,,63591,,2509,,2524,,61067,28070,,5155,,27795,,,,,,,,,,47,,,,7659000,Michigan,6371766
MI,26,3.0,1969,5.0,,,,11495.0,,,8530.0,305.0,2660.0,0.0,,,,,,,0.0,,,,145,125,20,39971000,152741,,,,1500,,84788.0,280,37408.0,,170,,10540.0,798,86500,26488.0,58300,20608,16800,840.0,9700,11495,,,,,,0,,11495,8530,,305,,2660,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1973,7.0,19.5,,,,,141000.0,10505.0,315.0,10465.0,,,,,,,,0.0,,,,153,116,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21285,10505,,315,,10465,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1961,4.0,8.8,0.727,,,,130000.0,,,,,,,,,,,,,,,210,179,31,,,,,,1177,,107920.0,224,33480.0,,245,,8166.0,909,135980,29120.0,78800,25780,7700,616.0,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1948,5.0,,,,,680.0,,12528.0,,,1057.0,377.0,,,,0.0,,,0.0,29573.0,17045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29573,,680,,1057,,,12528,,,,,,377.0,0.0,0.0,,,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1960,7.0,9.0,0.864,,67696.0,2602.0,259000.0,25068.0,5439.0,32145.0,2648.0,,,,28.0,,18,2396.0,,,,275,206,69,,,,0,25.0,943,,125576.0,238,39360.0,,225,,9452.0,777,4020,38976.0,86600,26860,12500,952.0,8500,67696,,,,2602,,2648,,65048,25068,,5439,,32145,,,,,,28,,,,2396,,,,7659000,Michigan,6371766
MI,26,,1973,11.0,,,,,,,,,,,,,,,,,,,,,108,91,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1946,2.0,,,,,7.0,,,,,116.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,116,,,,,,,,,109,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1958,6.0,,,,51900.0,3679.0,,19120.0,2228.0,23709.0,3693.0,,,14,,,,50.0,,48800.0,,273,212,61,,,,,,1112,,134432.0,208,39960.0,,234,,7776.0,936,4145,40432.0,94000,32500,7460,1176.0,6600,51900,,48800,,3679,,3693,,45107,19120,,2228,,23709,,,,,,,,,,50,,,,7659000,Michigan,6371766
MI,26,,1962,3.0,,,,,,,,,,,,,,,,,,,,,180,158,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1969,3.0,,,,,,,,,,,,,,,,,,,,,121,107,14,39971000,152741,,,,1500,,84788.0,280,37408.0,,170,,10540.0,798,86500,26488.0,58300,20608,16800,840.0,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1951,10.0,7.2,0.756,,,350.0,377000.0,1057.0,,,416.0,0.0,,,66.0,0.0,,,0.0,3452.0,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,,350,,416,,,1057,,,,,,0.0,0.0,0.0,,66,,0,,,,0,7659000,Michigan,6371766
MI,26,3.0,1964,6.0,,,,43702.0,0.0,,14491.0,1655.0,27556.0,0.0,,,,0.0,,0,0.0,,,,247,183,64,41976684,169920,,,,1386,,101072.0,238,40480.0,,264,,8334.0,792,115140,31472.0,69600,25260,15220,784.0,7550,43702,,,,0,,0,,43702,14491,,1655,,27556,,,,,,0,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1972,9.0,,,,17675.0,,,9905.0,25.0,7745.0,0.0,,,,,,,0.0,,,,141,111,30,,,,,,,,,,,,,,,,,,,,,,,17675,,,,,,0,,17675,9905,,25,,7745,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1944,4.0,4.7,,79.75,,,195000.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1966,11.0,,,,6060.0,,,4415.0,40.0,1605.0,0.0,,,,,,,20.0,,,,141,123,18,,,,,,1172,,95220.0,278,30360.0,,288,,8422.0,562,122700,40320.0,54900,19200,11160,672.0,7750,6060,,,,,,0,,6060,4415,,40,,1605,,,,,,,,,,20,,,,7659000,Michigan,6371766
MI,26,3.0,1954,10.0,7.4,0.795,,36830.0,480.0,280000.0,19102.0,1720.0,7910.0,748.0,,,268,,,,0.0,,29480.0,9630,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,36830,,29480,,480,,748,748,28732,19102,19102,1720,,7910,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1969,4.0,14.2,1.22,,,,72000.0,4070.0,90.0,600.0,,,,,,,,0.0,,,,131,113,18,39971000,152741,,,,1500,,84788.0,280,37408.0,,170,,10540.0,798,86500,26488.0,58300,20608,16800,840.0,9700,,,,,,,,,4760,4070,,90,,600,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1943,9.0,,,,,,,,,,,1021.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,94.0,,,,,,,,,,7659000,Michigan,6371766
MI,26,,1959,2.0,,,,,,,,,,,,,,,,,,,,,195,175,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1950,10.0,6.4,0.668,,,0.0,402000.0,,24900.0,32000.0,,0.0,,,,0.0,,5364.0,0.0,56900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56900,,0,,,,,,,24900,,32000,,0.0,0.0,0.0,,,,0,,5364,,0,7659000,Michigan,6371766
MI,26,3.0,1971,3.0,,,,,,,,,,,,,,,,,,,,,119,102,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1972,5.0,,,,,,,6235.0,10.0,1870.0,,,,,,,,0.0,,,,155,131,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8115,6235,,10,,1870,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1954,1.0,8.2,0.762,,,,107000.0,1997.0,,,91.0,,,,,,,,,,152,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,1997,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1968,6.0,,,,,,,13701.0,525.0,22631.0,,,,,,,,0.0,,,,154,122,32,,,,,,1708,,118200.0,238,26650.0,,178,,8672.0,798,92640,30800.0,87400,17740,8910,672.0,8000,,,,,,,,,36857,13701,,525,,22631,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1961,11.0,,,,7050.0,0.0,,5600.0,520.0,910.0,20.0,,,,20.0,,0,0.0,,,,187,156,31,,,,,,1177,,107920.0,224,33480.0,,245,,8166.0,909,135980,29120.0,78800,25780,7700,616.0,7550,7050,,,,0,,20,,7030,5600,,520,,910,,,,,,20,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1956,7.0,8.3,0.825,,63208.0,4598.0,230000.0,18275.0,1803.0,33070.0,4660.0,,,62,,,,0.0,,57808.0,,,,,,,,,,696,,112360.0,161,33600.0,,225,,7826.0,822,3795,42560.0,69800,18200,15400,1176.0,6650,63208,,57808,,4598,,4660,,53148,18275,,1803,,33070,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1945,4.0,5.25,,91.1,,,183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1955,5.0,,,,16895.0,0.0,,9021.0,675.0,3901.0,48.0,,,48,,,,0.0,,13645.0,,,,,,,,,,862,,89736.0,144,33048.0,,212,,7476.0,841,3621,40936.0,48800,21998,11050,1176.0,6300,16895,,13645,,0,,48,,13597,9021,,675,,3901,,,,,,,,,,0,,,,7659000,Michigan,6371766
MI,26,3.0,1966,1.0,11.2,1.13,,,,64000.0,,,,,,,,,,,,,,,127,112,15,,,,,,1172,,95220.0,278,30360.0,,288,,8422.0,562,122700,40320.0,54900,19200,11160,672.0,7750,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1954,3.0,,,,,,,2455.0,,,75.0,,,,,,,,,,110,,,,36600754,166791,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,2455,,,,,,,,,,,,,,,,,7659000,Michigan,6371766
MI,26,3.0,1955,8.0,,,,69156.0,8296.0,,20615.0,2720.0,31273.0,8398.0,,,102,,,,50.0,,63056.0,,,,,,,,,,862,,89736.0,144,33048.0,,212,,7476.0,841,3621,40936.0,48800,21998,11050,1176.0,6300,69156,,63056,,8296,,8398,,54658,20615,,2720,,31273,,,,,,,,,,50,,,,7659000,Michigan,6371766
